wetlandtypecode,vyear,grouptypecode,ecramid,cramver,wetlandclass,wetlandsubclass,wetlandtypedisplay,wetlandtyperowid,userid,userid_updatedby,aaname,projectname,assessmentareaid,projectid,visitdate,createdate,lastupdate,practitioners,practitionerother,aacategorydesc,aacomment,legacygid,programcode,centroidlong,centroidlat,aasize_ha,county,ecoregion,aageomcomment,ispublic,isnottest,indexscore,buffer_landscape_cont,hydrology,physical_structure,biotic_structure,bankfulwidth,average_aa_width,length,upstreamlatitude,upstreamlongitude,downstreamlatitude,downstreamlongitude,datum,flowingwater_riverine,hydroregime_riverine,channelform_riverine,tidalstage_riverine,tidalstage_estuarine,mouthcondition,encompass_estuarine,wetlandorigindesc,managetypes,depressionaltypedesc,encompass_depressional,hydrostate_depressional,hydroregime_depressional,connectstreamfloodplain,definedoutlet,definedinlet,inletoutletsamelocation,distincttopobasin,vpcategorydesc,surfacewater,hydrodescription,peatsoils,encompass_slope,hydrostate_slope,hydroregime_slope
dvps,2021,sp,8029,6.2,depressional,vernal pool system,vernal pool system,8,2683,,3 Montezuma Wetlands,Vollmar Vernal Pools,HDC 3,307,4/15/21,6/16/21 9:00,28:41.9,"Cassie Pinnell (lead practitioner), Misaki  Yonashiro (other practitioner)",,mitigation,"<p></p><p>- AA is in lower lying area, more preserved and created pools in larger watershed</p><p>- very dry! no real bloom seen over 2 visits to this area this year&nbsp;</p>",,General,-121.87488,38.09944,5.69723,Solano,bay/delta,,1,1,65,100,91.67,41.67,25,,,,,,,,,,,,,,,,,,,,,,0,,,,,created - entire wetland,,,,,,
dvps,2021,sp,8030,6.2,depressional,vernal pool system,vernal pool system,8,2683,,10 HRS/Heritage at DO,Vollmar Vernal Pools,HDC 10,307,4/7/21,6/16/21 9:31,38:42.7,"Misaki  Yonashiro (lead practitioner), Henry Hwang (other practitioner)",,mitigation,<p>- There is a creek south of the vernal pool system but would have to be huge flood to connect with the stream</p><p>- AA is bordered by higher upland buffer</p><p>- Other constructed wetlands outside AA</p>,,General,-121.28378,38.7817,0.37346,Placer,sacramento valley,,1,1,57,42.25,83.33,41.67,62.5,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
dvps,2021,sp,8031,6.2,depressional,vernal pool system,vernal pool system,8,2683,,17 Lazy K Ranch HSR AA #1,"Vollmar Vernal Pools, Vernal Pool System HDC Central Valley 2020-2021",HDC 17,307,4/9/21,6/16/21 10:17,29:31.9,"Misaki  Yonashiro (lead practitioner), Henry Hwang (other practitioner)",,mitigation,"<p>- many plants already drying up</p><p>- most likely AA was part of historic floodplain, not anymore</p>",,General,-120.16147,37.15568,1.93812,Madera,san joaquin valley,,1,1,65,80.79,75,66.67,37.5,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
dvps,2021,sp,8032,6.2,depressional,vernal pool system,vernal pool system,8,2683,,17 Lazy K Ranch HSR AA #2,"Vollmar Vernal Pools, Vernal Pool System HDC Central Valley 2020-2021",HDC 17,307,4/9/21,6/16/21 11:07,40:58.5,"Misaki  Yonashiro (lead practitioner), Henry Hwang (other practitioner)",,mitigation,<p>- North and higher sitting than river</p><p>- AA includes 3 created pools and 5 natural pools</p>,,General,-120.11436,37.1678,0.77738,Merced,san joaquin valley,,1,1,70,80.79,83.33,50,66.67,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,created - portion of wetland,,,,,,
dvps,2021,sp,8033,6.2,depressional,vernal pool system,vernal pool system,8,2683,,12 Byron Vernal Pools Restoration,"Vollmar Vernal Pools, Vernal Pool System HDC Central Valley 2020-2021",HDC 12,307,5/13/21,6/16/21 11:22,08:44.8,"Henry Hwang (lead practitioner), Misaki  Yonashiro (other practitioner)",,restoration,#NAME?,,General,-121.64232,37.83599,0.6722,Contra Costa,bay/delta,,1,1,70,77.79,83.33,75,45.83,,,,,,,,,,,,,,,,,,,entire wetland,dry,,1,,,,,restored - entire wetland,,,,,,
dvps,2021,sp,8034,6.2,depressional,vernal pool system,vernal pool system,8,2683,,25 Meridian Ranch ,"Vollmar Vernal Pools, Vernal Pool System HDC Central Valley 2020-2021",HDC 25,307,5/4/21,6/16/21 12:06,55:31.8,"Misaki  Yonashiro (lead practitioner), Cassie Pinnell (other practitioner)",,mitigation,<p>- site consists of preserved and established pools</p><p>- AA only has constructed pools</p><p></p>,,General,-121.92927,39.8641,0.88688,Butte,sacramento valley,,1,1,76,72.88,100,75,54.17,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,,,,,,created - portion of wetland,,,,,,
dvps,2021,sp,8035,6.2,depressional,vernal pool system,vernal pool system,8,2683,,339 Upper Bidwell Park,"Vernal Pool System CDF Central Valley 2020-2021, Vollmar Vernal Pools",CDF 339,307,5/25/21,6/23/21 10:22,32:59.4,"Misaki  Yonashiro (lead practitioner), Cassie Pinnell (other practitioner)",,ambient,"<p>- huge complex of vernal swales along sloping hillside, was difficult to discern pool vs swale</p><p>- 1 other possible AA, but borderline</p>",,General,-121.79401,39.77687,0.10293,Butte,modoc,,1,1,73,93.29,100,66.67,33.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,natural,,,,,,
dvps,2021,sp,8036,6.2,depressional,vernal pool system,vernal pool system,8,2683,,"276 KB Homes, City of Lincoln","Vernal Pool System CDF Central Valley 2020-2021, Vollmar Vernal Pools",CDF 276,307,4/29/21,6/23/21 11:48,34:57.8,"Misaki  Yonashiro (lead practitioner), Cassie Pinnell (other practitioner)",,ambient,<p>no other AAs possible&nbsp;</p><p></p>,,General,-121.28944,38.86458,0.24388,Placer,sacramento valley,,1,1,57,68.29,75,58.33,25,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,natural,,,,,,
dvps,2021,sp,8037,6.2,depressional,vernal pool system,vernal pool system,8,2683,,4 Sheridan,"Vollmar Vernal Pools, Vernal Pool System CDF Central Valley 2020-2021",CDF 004,307,4/29/21,6/23/21 12:21,33:59.5,"Cassie Pinnell (lead practitioner), Misaki  Yonashiro (other practitioner)",,ambient,#NAME?,,General,-121.37134,38.9951,0.99922,Placer,sacramento valley,,1,1,67,55.79,100,58.33,54.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,natural,,,,,,
dvps,2021,sp,8038,6.2,depressional,vernal pool system,vernal pool system,8,2683,,"155 Waegell, Sacramento","Vollmar Vernal Pools, Vernal Pool System CDF Central Valley 2020-2021",CDF 155,307,4/26/21,6/23/21 12:31,02:20.0,"Cassie Pinnell (lead practitioner), Misaki  Yonashiro (other practitioner)",,ambient,- 2 other potential AAs,,General,-121.27893,38.49242,0.76701,Sacramento,sacramento valley,,1,1,69,52.79,75,75,75,,,,,,,,,,,,,,,,,,,,,,0,,,,,natural,,,,,,
dvps,2021,sp,8043,6.2,depressional,vernal pool system,vernal pool system,8,2683,,291 North Table Mountain Ecological Reserve,"Vollmar Vernal Pools, Vernal Pool System CDF Central Valley 2020-2021, Vernal Pool System HDC Central Valley 2020-2021",CDF 291,307,5/10/21,6/29/21 14:53,36:10.9,"Henry Hwang (lead practitioner), John Vollmar (other practitioner)",,ambient,"Very thin soils. Many shallow, flashy vernal pools in low areas between exposed volcanic rock outcrops. Abundant native forbs in upland but non-native annual grasses still present.&nbsp;",,General,-121.57493,39.58645,1.13542,Butte,sacramento valley,,1,1,88,93.29,100,83.33,75,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
dvps,2021,sp,8045,6.2,depressional,vernal pool system,vernal pool system,8,2683,,227 Table Mountain Substation,"Vernal Pool System CDF Central Valley 2020-2021, Vollmar Vernal Pools",CDF 227,307,5/10/21,6/29/21 15:22,37:36.5,"Henry Hwang (lead practitioner), John Vollmar (other practitioner)",Jasper Lusson (assisting),ambient,"Dry conditions present. Heavy infestation of medusa head grass, lots of thatch. Appears to be ungrazed.",,General,-121.66405,39.55358,1.35536,Butte,sacramento valley,,1,1,71,70.42,66.67,75,70.83,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
dvps,2021,sp,8046,6.2,depressional,vernal pool system,vernal pool system,8,2683,,14 Stillwater Plains,"Vollmar Vernal Pools, Vernal Pool System HDC Central Valley 2020-2021",HDC 14,307,5/10/21,6/29/21 17:18,40:04.0,"John Vollmar (lead practitioner), Henry Hwang (other practitioner)",,mitigation,Same AA as eCRAM 5624,,General,-122.25893,40.50709,3.86991,Shasta,sacramento valley,,1,1,81,80.79,83.33,66.67,91.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
dvps,2021,sp,8047,6.2,depressional,vernal pool system,vernal pool system,8,2683,,324 Twelve Bridges,"Vernal Pool System CDF Central Valley 2020-2021, Vollmar Vernal Pools","CDF 324, HDC 16",307,4/29/21,6/29/21 17:36,39:35.3,"Cassie Pinnell (lead practitioner), Misaki  Yonashiro (other practitioner)",,mitigation,"constructed and natural pools in AA, looks like beavers have altered the hydrology of the site&nbsp;",,General,-121.29803,38.84485,0.37844,Placer,sacramento valley,,1,1,67,80.79,75,58.33,54.17,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,created - portion of wetland,,,,,,
dvps,2021,sp,8048,6.2,depressional,vernal pool system,vernal pool system,8,2683,,46 Bulldog Acquisitions,"Vernal Pool System CDF Central Valley 2020-2021, Vollmar Vernal Pools",CDF 46,307,4/9/21,6/30/21 11:23,40:43.4,"Misaki  Yonashiro (lead practitioner), Henry Hwang (other practitioner)",,ambient,"1 other potential AA that was closer to center of square; however, in the current condition hydrologic connectivity was more marginal/debatable, the chosen AA was a more representative VP system overall.&nbsp;",,General,-119.83442,36.97969,0.67463,Madera,san joaquin valley,,1,1,64,68.29,100,33.33,54.17,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
dvps,2021,sp,8063,6.2,depressional,vernal pool system,vernal pool system,8,2683,,47 Solano County Water Agency,"Vernal Pool System CDF Central Valley 2020-2021, Vollmar Vernal Pools",CDF 47,307,4/13/21,7/1/21 13:25,31:54.7,"John Vollmar (lead practitioner), Ivy Poisson (other practitioner)",,ambient,no other potential AAs,,General,-121.77895,38.23698,0.59245,Solano,bay/delta,,1,1,72,93.29,100,58.33,37.5,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
dvps,2021,sp,8068,6.2,depressional,vernal pool system,vernal pool system,8,2683,,8 Muzzy Ranch,"Vernal Pool System CDF Central Valley 2020-2021, Vollmar Vernal Pools",CDF 008 ,307,4/14/21,7/1/21 14:32,31:07.5,"John Vollmar (lead practitioner), Ivy Poisson (other practitioner)",,ambient,7 other potential AAs.&nbsp;,,General,-121.89721,38.2728,1.57649,Solano,bay/delta,,1,1,86,93.29,100,66.67,83.33,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
dvps,2021,sp,8097,6.2,depressional,vernal pool system,vernal pool system,8,2683,,"27 Luther, Sacramento","Vernal Pool System CDF Central Valley 2020-2021, Vollmar Vernal Pools",CDF 27,307,4/26/21,7/6/21 16:58,17:43.5,"Cassie Pinnell (lead practitioner), Misaki  Yonashiro (other practitioner)",,ambient,"<p>-one half of site is mowed</p><p>-stream north of AA, swale may eventually connect with it</p><p>-no other potential AAs on this half of site</p>",,General,-121.19078,38.35984,0.32677,Sacramento,sacramento valley,,1,1,64,65.29,75,50,66.67,,,,,,,,,,,,,,,,,,,,dry,,1,,,,,natural,,,,,,
dvps,2021,sp,8098,6.2,depressional,vernal pool system,vernal pool system,8,2683,,15 Dry Creek Ranch,"Vollmar Vernal Pools, Vernal Pool System CDF Central Valley 2020-2021, Vernal Pool System HDC Central Valley 2020-2021",CDF 15,307,4/27/21,7/6/21 17:55,50:44.2,"Misaki  Yonashiro (lead practitioner), Cassie Pinnell (other practitioner)",,ambient,<p>-adjacent hillsides</p><p>-no other potential AAs</p>,,General,-121.0769,38.32367,2.32219,Sacramento,sacramento valley,,1,1,91,93.29,100,75,95.83,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
dvps,2021,sp,8099,6.2,depressional,vernal pool system,vernal pool system,8,2683,,9 Grissom Ranch ,"Vollmar Vernal Pools, Vernal Pool System CDF Central Valley 2020-2021",CDF 009,307,4/6/21,7/6/21 18:22,22:23.9,"Eric Smith (lead practitioner), Ivy Poisson (other practitioner)",,ambient,"<p>-4 potential AAs (including the surveyed AA)</p><p>-large pool ponded, smaller pools dry&nbsp;</p>",,General,-120.68454,37.23505,3.17733,Merced,san joaquin valley,,1,1,83,93.29,100,58.33,79.17,,,,,,,,,,,,,,,,,,,,ponded/inundated,,0,,,,,natural,,,,,,
dvps,2021,sp,8100,6.2,depressional,vernal pool system,vernal pool system,8,2683,,"134 Scott Armstrong, Stanislaus","Vernal Pool System CDF Central Valley 2020-2021, Vollmar Vernal Pools",CDF 134,307,4/7/21,7/6/21 19:29,13:43.1,"Eric Smith (lead practitioner), Ivy Poisson (other practitioner)",,ambient,"<p>-3 other potential AAs in square</p><p>-some other photos include: stock pond spillway, stock pond levee, VP at base of stock pond levee is still saturated, CRAM 134 = cool overview</p>",,General,-120.52729,37.69337,1.72036,Stanislaus,san joaquin valley,,1,1,72,80.79,75,58.33,75,,,,,,,,,,,,,,,,,,,,,,1,,,,,natural,,,,,,
dvps,2021,sp,8101,6.2,depressional,vernal pool system,vernal pool system,8,2683,,196 Moore Ranch  ,"Vollmar Vernal Pools, Vernal Pool System CDF Central Valley 2020-2021",CDF 196,307,4/26/21,7/6/21 20:26,49:03.8,"John Vollmar (lead practitioner), Henry Hwang (other practitioner)",,ambient,-2 other potential AAs in square,,General,-121.35568,38.85311,3.45392,Placer,sacramento valley,,1,1,86,93.29,91.67,83.33,75,,,,,,,,,,,,,,,,,,,,,,1,,,,,restored - action unknown,,,,,,
dvps,2021,sp,8102,6.2,depressional,vernal pool system,vernal pool system,8,2683,,"195 Jane Craeger, Fresno","Vollmar Vernal Pools, Vernal Pool System CDF Central Valley 2020-2021",CDF 195,307,4/6/21,7/7/21 8:43,30:20.2,"Eric Smith (lead practitioner), Ivy Poisson (other practitioner)",,ambient,"<p>-3 potential AAs (including CRAMed AA)</p><p>-these pools are more like clay flats than VPs, but contain several VPe species, so we CRAMed as VP system to be conservative</p><p>-Dog Creek: south of AA, approximately 0.5 miles</p><p>-unnamed creek just north of AA</p><p>-AA is next to floodplain, but does not flood, no surface connection&nbsp;</p>",,General,-119.56861,36.87912,5.46949,Fresno,sierra,,1,1,65,68.29,100,58.33,33.33,,,,,,,,,,,,,,,,,,,,dry,,1,,,,,natural,,,,,,
dvps,2021,sp,8103,6.2,depressional,vernal pool system,vernal pool system,8,2683,,247 Gill Ranch ,"Vernal Pool System CDF Central Valley 2020-2021, Vollmar Vernal Pools",CDF 247,307,5/7/21,7/7/21 9:07,42:20.1,"Cassie Pinnell (lead practitioner), Misaki  Yonashiro (other practitioner)",,ambient,-4 other potential AAs,,General,-121.11815,38.42596,0.12125,Sacramento,sacramento valley,,1,1,77,68.29,100,75,66.67,,,,,,,,,,,,,,,,,,,,,,1,,,,,natural,,,,,,
dvps,2021,sp,8111,6.2,depressional,vernal pool system,vernal pool system,8,2683,,"2 Elsie Gridley, Phase 3, AA #1","Vollmar Vernal Pools, Vernal Pool System HDC Central Valley 2020-2021",HDC 2,307,4/13/21,7/8/21 10:57,10:18.0,"John Vollmar (lead practitioner), Ivy Poisson (other practitioner)",,mitigation,,,General,-121.8077,38.28728,2.01751,Solano,bay/delta,,1,1,76,93.29,91.67,50,70.83,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
dvps,2021,sp,8113,6.2,depressional,vernal pool system,vernal pool system,8,2683,,"2 Elsie Gridley, Phase 3, AA #2","Vernal Pool System HDC Central Valley 2020-2021, Vollmar Vernal Pools",HDC 2,307,4/13/21,7/8/21 11:22,46:13.0,"John Vollmar (lead practitioner), Ivy Poisson (other practitioner)",,mitigation,,,General,-121.81216,38.27924,3.44975,Solano,bay/delta,,1,1,75,93.29,100,58.33,50,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
dvps,2021,sp,8126,6.2,depressional,vernal pool system,vernal pool system,8,2683,,"198 Double A Ranches, Stanislaus","Vollmar Vernal Pools, Vernal Pool System CDF Central Valley 2020-2021",CDF198,307,4/7/21,7/22/21 10:10,53:42.1,"Eric Smith (lead practitioner), Ivy Poisson (other practitioner)",,,"<p><span style=""text-decoration:underline;"">CRAM AA-198</span> overview photo from top of a hill,(w/vineyard in foreground) shows vernal pool topography overview.</p><p><span style=""text-decoration:underline;"">CRAM AA-198 outside AA</span> shows exceptional pool w/interesting floristics</p><p><span style=""text-decoration:underline;"">CRAM AA-198 H. caulensis mounds</span> -interesting feature</p><p>underline indicates photo id#</p>",,General,-120.58378,37.71268,1.67534,Stanislaus,san joaquin valley,,1,1,,100,100,66.67,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,,,,,,natural,,,,,,
dvps,2011,sp,8626,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Woodcreek West 1,Vollmar Vernal Pools,WW1,307,5/5/11,6/21/22 15:31,59:07.3,"Wendy Renz (lead practitioner), Chad Roberts (other practitioner)",,ambient,<strong>This data was originally collected using version 5.0.2 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong>,,General,-121.34479,38.76493,1.9738,Placer,sacramento valley,,1,1,78,57.92,75,83.33,95.83,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
dvps,2011,sp,8628,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Twelve Bridges AA2,Vollmar Vernal Pools,TB AA2,307,5/16/11,6/22/22 15:48,11:20.1,Wendy Renz (lead practitioner),,ambient,<p><strong>This data was originally collected using version 5.0.2 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p>-connects to Orchard Creek</p>,,General,-121.29441,38.84531,2.9026,Placer,sacramento valley,,1,1,79,80.79,83.33,83.33,66.67,,,,,,,,,,,,,,,,,,,,,,1,,,,,natural,,,,,,
dvps,2012,sp,8629,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Stillwater Plains SP-1,"Vernal Pool System HDC Central Valley 2020-2021, Vollmar Vernal Pools",SP-1,307,2/28/12,6/22/22 16:52,17:21.8,John Vollmar (lead practitioner),"RH, CCP, ES",restoration,"<p><strong>This data was originally collected using version 6.0 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p>other practitioners: RH, CCP, ES</p><p>large scale study by VNLC of created pools in Sac Valley concluded this as one of highest overall ecological quality among 10 sites.</p><p>drought year, veg data obtained from 2011 study</p>",,General,-122.25892,40.50708,3.83711,Shasta,sacramento valley,,1,1,83,93.29,100,75,62.5,,,,,,,,,,,,,,,,,,,entire wetland,ponded/inundated,,1,,,,,created - entire wetland,,,,,,
dvps,2013,sp,8631,6.2,depressional,vernal pool system,vernal pool system,8,2683,, Highland Reserve North -  Moore Ranch - VPS-1,"Vernal Pool System HDC Central Valley 2020-2021, Vollmar Vernal Pools",Moore Ranch VPS-1,307,4/24/13,6/23/22 16:18,12:27.0,Jeff Barna (lead practitioner),,restoration,"<p><strong>This data was originally collected using version 5.0.2 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p>original project ID:&nbsp;&nbsp;2000-084</p><p>Survey timing seemed a bit early - 1 or 2 more weeks would be better; more blooming flowers, less soil saturation (&amp; ponding), may vp's seemed to have blurred line between upland and wetland: gradual sloped sides: vegetation distribution diffuse&nbsp;&nbsp;</p>",,General,-121.3594,38.84858,1.08599,Placer,sacramento valley,,1,1,82,93.29,91.67,75,66.67,,,,,,,,,,,,,,,,,,,,"saturated soil, but no surface water",,1,,,,,restored - entire wetland,,,,,,
dvps,2013,sp,8632,6.2,depressional,vernal pool system,vernal pool system,8,2683,, Highland Reserve North -  Moore Ranch - VPS-2,"Vollmar Vernal Pools, Vernal Pool System HDC Central Valley 2020-2021",Moore Ranch VPS-2,307,4/24/13,6/23/22 17:42,13:10.7,Jeff Barna (lead practitioner),,restoration,"<p><span style=""font-size:11.0pt;font-family:'Calibri',sans-serif;""><strong>This data was originally collected using version
5.0.2 and has been updated to version 6.2. The metric scores entered
into eCRAM may not necessarily be correct. However the final score is correct.
Please download the attached original data sheets to see the exact original
data for each replicate pool.</strong></span></p><p></p><p>original project ID #:&nbsp;&nbsp;2000-084</p><p>Survey timing seemed a bit early - 1 or 2 more weeks would be better; more blooming flowers, less soil saturation (&amp; ponding), may vp's seemed to have blurred line between upland and wetland: gradual sloped sides: vegetation distribution diffuse&nbsp;&nbsp;</p>",,General,-121.35983,38.85046,1.9591,Placer,sacramento valley,,1,1,77,93.29,91.67,58.33,66.67,,,,,,,,,,,,,,,,,,,entire wetland,"saturated soil, but no surface water",,1,,,,,restored - entire wetland,,,,,,
dvps,2011,sp,8634,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Montezuma Preserve Pools ,Vollmar Vernal Pools,HDC Ref Montz 2011,307,5/18/11,6/25/22 17:18,02:59.4,"Wendy Renz (lead practitioner), Sarah Pearce (other practitioner)",,ambient,<p><strong>This data was originally collected using version 5.0.2 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p>walk in on old RR berm</p>,,General,-121.87243,38.0982,8.83762,Solano,bay/delta,,1,1,89,93.29,83.33,83.33,95.83,,,,,,,,,,,,,,,,,,,entire wetland,ponded/inundated,,0,,,,,natural,,,,,,
dvps,2016,sp,8635,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Montezuma Wetlands Natural Pools,Vollmar Vernal Pools,HDC Ref Montz Natural 2016,307,5/13/16,6/27/22 14:33,04:12.1,"Cara Clark (lead practitioner), John Vollmar (other practitioner)",,ambient,<p><strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p><strong></strong></p>,,General,-121.8721,38.09908,18.78448,Solano,bay/delta,,1,1,88,93.29,83.33,75,100,,,,,,,,,,,,,,,,,,,,ponded/inundated,,0,,,,,natural,,,,,,
dvps,2016,sp,8636,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Montezuma Created Pools ,Vollmar Vernal Pools,HDC Ref Montz Created 2016,307,5/13/16,6/27/22 17:27,51:40.5,"Cara Clark (lead practitioner), John Vollmar (other practitioner)",,ambient,<p><strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p><strong></strong></p>,,General,-121.875,38.09949,6.40347,Solano,bay/delta,,1,1,75,93.29,91.67,58.33,58.33,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,created - portion of wetland,,,,,,
dvps,2016,sp,8637,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Madera Caltrans 48-55,Vollmar Vernal Pools,HDC Ref Madera 48-55,307,4/13/16,6/27/22 18:44,54:10.9,"Cara Clark (lead practitioner), John Vollmar (other practitioner)",,ambient,<p><strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p>level 3 data: fairy shrimp in 10% of pools each year. hydrologic monitoring - casual notes of amphibians and inverts - plant data for every pool for last 3-4 years<strong></strong></p>,,General,-119.78912,36.94841,0.79148,Madera,san joaquin valley,,1,1,87,93.29,100,75,79.17,,,,,,,,,,,,,,,,,,,portion of the wetland,ponded/inundated,,0,,,,,created - portion of wetland,,,,,,
dvps,2016,sp,8638,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Madera Caltrans 77-86,Vollmar Vernal Pools,HDC Ref Madera 77-86,307,4/13/16,6/28/22 14:03,57:20.4,"Cara Clark (lead practitioner), John Vollmar (other practitioner)",,ambient,<strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong>,,General,-119.79233,36.94385,0.56752,Madera,san joaquin valley,,1,1,73,80.79,91.67,50,70.83,,,,,,,,,,,,,,,,,,,portion of the wetland,"saturated soil, but no surface water",,0,,,,,restored - portion of wetland,,,,,,
dvps,2016,sp,8639,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Safeway Pools (Roseville Preserve 12),Vollmar Vernal Pools,HDC Ref Safeway Pools,307,5/9/16,6/28/22 14:51,58:33.8,"Cara Clark (lead practitioner), Debra Sykes (other practitioner)",,ambient,<p><strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p><strong></strong></p>,,General,-121.29205,38.77832,0.21693,Placer,sacramento valley,,1,1,61,54.75,91.67,50,45.83,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,created - portion of wetland,,,,,,
dvps,2016,sp,8640,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Roseville Preserve 2,Vollmar Vernal Pools,HDC Ref Roseville Preserve 2,307,5/9/16,6/28/22 16:53,18:06.0,"Cara Clark (lead practitioner), Debra Sykes (other practitioner)",,ambient,<p><strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p><strong></strong></p>,,General,-121.32104,38.80294,0.10684,Placer,sacramento valley,,1,1,64,47.88,100,58.33,50,,,,,,,,,,,,,,,,,,,,dry,,1,,,,,,,,,,,
dvps,2016,sp,8641,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Rancho Seco Created Pools,Vollmar Vernal Pools,HDC Ref Rancho Seco Created,307,5/11/16,6/28/22 18:00,32:06.1,Cara Clark (lead practitioner),Jake Schweitzer,ambient,<p><strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p><strong></strong></p>,,General,-121.07881,38.3417,0.78916,Sacramento,sacramento valley,,1,1,89,93.29,100,66.67,95.83,,,,,,,,,,,,,,,,,,,entire wetland,"saturated soil, but no surface water",,0,,,,,natural,,,,,,
dvps,2012,sp,8642,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Rancho Seco RS-1,Vollmar Vernal Pools,HDC Ref Rancho Seco RS-1,307,3/1/12,6/28/22 22:26,31:10.4,,"Jake Schweitzer, RH",ambient,"<p><strong>This data was originally collected using version 6.0 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p>practitioners: JS, RH (unknown initials)</p><p>same AA as RSAA-1 , just a single replicate pool is different</p>",,General,-121.0806,38.34134,2.5225,Sacramento,sacramento valley,,1,1,83,85.38,91.67,83.33,70.83,,,,,,,,,,,,,,,,,,,entire wetland,"saturated soil, but no surface water",,1,,,,,natural,,,,,,
