ObjectID,GlobalID,Monitoring Date,Monitor Names,Vernal Pool?,Vernal Pool Name or Number,Vernal Pool Axis,Project Site,Unlisted Project Site,Lagoon Transect Name/Number,Unlisted Lagoon Transect Name/Number,NCOS Transect Name/Number,NP Transect Name/Number,Unlisted NP Transect Name/Number,Transect Name/Number,Total Transect Length,Transect Start Time,Transect Finish Time,Transect Notes,Transect Distance of Quadrat,Side of Transect (Left or Right),Vernal Pool Zone,Quadrat Notes (Optional),Percent Bare Ground,Percent Natural Thatch,Percent Mowed/Trimmed Thatch,Thatch Notes (Optional),Count of Native Species,Sum of Native Cover,Count of Non-Native Species,Sum of Non-Native Cover,Count of Unknown Species,Sum of Unknown Cover,Sum of Thatch,Sum of Other Cover,Bare Ground,SUM of ALL COVER,CreationDate,Creator,EditDate,Editor,x,y
4273,afb48fb0-f9bf-4b97-806a-26e42714a0d6,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,10,Right,bottom,optional side of path from vernal pool,2,0,0,,5,112,1,20,1,2,0,0,2,136,7/5/2023 11:54:18 PM,ccber_user,7/5/2023 11:54:18 PM,ccber_user,-119.884493333333,34.4196616666667
4274,6ab9fe9f-7ba6-4240-8234-bce2f77d9743,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,12,Left,bottom,optional side of path from vernal pool,2,1,0,,3,101,0,0,0,0,1,0,2,104,7/5/2023 11:54:20 PM,ccber_user,7/5/2023 11:54:20 PM,ccber_user,-119.884448333333,34.4196116666667
4275,d587b39a-5117-4299-9121-0bf3ff5bc34d,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,14,Right,bottom,optional side of path from vernal pool,15,0,0,,3,83,2,6,0,0,0,0,15,104,7/5/2023 11:54:21 PM,ccber_user,7/5/2023 11:54:21 PM,ccber_user,-119.884448333333,34.4196116666667
4276,d8597987-7688-454e-af0b-a734d92e95c1,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,16,Left,bottom,optional side of path from vernal pool,3,0,0,,4,124,1,3,0,0,0,0,3,130,7/5/2023 11:54:23 PM,ccber_user,7/5/2023 11:54:23 PM,ccber_user,-119.884456666667,34.41961
4277,f798563f-5706-4db9-8cf7-37755ec7292f,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,18,Right,bottom,optional side of path from vernal pool,2,0,0,,3,130,1,40,0,0,0,0,2,172,7/5/2023 11:54:24 PM,ccber_user,7/5/2023 11:54:24 PM,ccber_user,-119.884433333333,34.419585
4278,d1ecf94d-27fb-4c25-a769-64e3aa6e86dc,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,20,Left,bottom,optional side of path from vernal pool,2,0,0,,4,174,1,0,0,0,0,0,2,176,7/5/2023 11:54:25 PM,ccber_user,7/5/2023 11:54:25 PM,ccber_user,-119.884433333333,34.419585
4279,7e6b43bb-cc44-489c-932c-d1cb9ce4798d,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,22,Right,transition,optional side of path from vernal pool,0,0,0,,2,31,6,108,0,0,0,0,0,139,7/5/2023 11:54:26 PM,ccber_user,7/5/2023 11:54:26 PM,ccber_user,-119.884415,34.4195616666667
4280,6132ae69-59bc-4dc5-b596-cb557238f2f3,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,24,Left,edge,optional side of path from vernal pool,0,1,0,,2,76,7,71,0,0,1,0,0,148,7/5/2023 11:54:28 PM,ccber_user,7/5/2023 11:54:28 PM,ccber_user,-119.884406666667,34.4195483333333
4281,2f78969d-1d61-4501-b586-a1241e2cf5fc,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,26,Right,edge,optional side of path from vernal pool,0,1,0,,1,90,8,26,0,0,1,0,0,117,7/5/2023 11:54:29 PM,ccber_user,7/5/2023 11:54:29 PM,ccber_user,-119.884381666667,34.41952
4282,c281e899-1ff8-4e37-9e6b-36b17fb56f5c,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,26,Left,edge,optional side of path from vernal pool,0,6,0,,2,31,9,71,0,0,6,0,0,108,7/5/2023 11:54:31 PM,ccber_user,7/5/2023 11:54:31 PM,ccber_user,-119.884381666667,34.41952
4283,00d2d4e1-f8e7-4266-afde-6a41a3f242cb,7/5/2023 7:00:00 PM,"Ethan, Hannah B",yes,8,major,south_parcel,,,,,,,,30,13:24,,,30,Right,edge,optional side of path from vernal pool,0,0,0,,3,72,8,49,0,0,0,8,0,129,7/5/2023 11:54:35 PM,ccber_user,7/5/2023 11:54:35 PM,ccber_user,-119.884335,34.4194766666667
4284,3b748714-2934-4964-bfe5-f276e812206b,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:21,,,0,Left,edge,,0,20,0,,2,2,6,129,0,0,20,0,0,151,7/5/2023 11:55:20 PM,ccber_user,7/5/2023 11:55:20 PM,ccber_user,0,0
4285,14e74602-191a-4d43-a007-4c357cbc05c7,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:30,,,2,Right,edge,,0,15,0,,3,15,8,150,0,0,15,0,0,180,7/5/2023 11:55:21 PM,ccber_user,7/5/2023 11:55:21 PM,ccber_user,0,0
4286,34786e9d-f5c6-4255-b39a-46d3376e2f06,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:38,,,4,Left,transition,,2,20,0,,4,16,7,197,0,0,20,0,2,235,7/5/2023 11:55:23 PM,ccber_user,7/5/2023 11:55:23 PM,ccber_user,0,0
4287,36607960-974d-4710-9fc3-e742a7b0f81e,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:21,,,6,Right,bottom,,10,0,0,,3,75,2,55,0,0,0,10,10,150,7/5/2023 11:55:24 PM,ccber_user,7/5/2023 11:55:24 PM,ccber_user,0,0
4288,702a5e3c-8cdc-48e1-9ff7-ea60878fb8f7,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:21,,,8,Left,bottom,,3,0,0,,1,90,3,57,0,0,0,10,3,160,7/5/2023 11:55:26 PM,ccber_user,7/5/2023 11:55:26 PM,ccber_user,0,0
4289,bc6c9737-b3a4-4b96-a4f1-fb0d3bcc67ca,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:21,,,10,Right,bottom,,2,1,0,,4,97,3,36,0,0,1,8,2,144,7/5/2023 11:55:27 PM,ccber_user,7/5/2023 11:55:27 PM,ccber_user,0,0
4290,a717766b-a845-4405-83bf-970a74c0c165,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:21,,,12,Left,bottom,,3,0,0,,3,59,3,90,0,0,0,10,3,162,7/5/2023 11:55:29 PM,ccber_user,7/5/2023 11:55:29 PM,ccber_user,0,0
4291,cd4701cb-1530-4d51-a56f-aa4e5950ec44,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:21,,,14,Right,transition,,1,5,0,,2,35,6,110,0,0,5,0,1,151,7/5/2023 11:55:30 PM,ccber_user,7/5/2023 11:55:30 PM,ccber_user,0,0
4292,24274a9a-dd1b-477d-b41b-a70d8ab348a9,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:21,,,16,Right,edge,,2,2,0,,2,60,4,104,0,0,2,0,2,168,7/5/2023 11:55:32 PM,ccber_user,7/5/2023 11:55:32 PM,ccber_user,0,0
4293,fea6f72d-7531-4bc2-bfd0-4708993b1394,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:21,,,18,Left,edge,,0,5,0,,2,32,6,106,0,0,5,0,0,143,7/5/2023 11:55:33 PM,ccber_user,7/5/2023 11:55:33 PM,ccber_user,0,0
4294,9711c99e-87b0-422c-b3b1-e1396e10dcd1,7/5/2023 7:00:00 PM,Jeremiah and Eric,yes,9,major,south_parcel,,,,,,,,20,13:21,,,20,Left,edge,,0,5,0,,3,30,7,100,0,0,5,0,0,135,7/5/2023 11:55:35 PM,ccber_user,7/5/2023 11:55:35 PM,ccber_user,0,0
4330,dc5594ce-79dc-4600-923e-be66b17aa653,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,,,34,Right,transition,,0,3,0,,2,39,5,78,0,0,3,0,0,120,7/6/2023 10:05:53 PM,ccber_user,7/6/2023 10:05:53 PM,ccber_user,-119.884044820244,34.4144144144144
4331,2397ae94-9614-459d-b4f2-0c1e9036df16,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,,,36,Left,bottom,,0,7,0,,2,77,4,45,0,0,7,0,0,129,7/6/2023 10:05:56 PM,ccber_user,7/6/2023 10:05:56 PM,ccber_user,-119.884044820244,34.4144144144144
4332,3cc7f515-1556-431d-83ed-55aad154492e,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,,,38,Right,transition,,0,1,0,,2,16,4,128,0,0,1,0,0,145,7/6/2023 10:05:57 PM,ccber_user,7/6/2023 10:05:57 PM,ccber_user,-119.884568506045,34.4216886199328
4333,7ba9fd22-0e29-48d5-808e-564eba20000f,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,,,40,Left,bottom,,0,2,0,,3,87,6,35,0,0,2,0,0,124,7/6/2023 10:05:59 PM,ccber_user,7/6/2023 10:05:59 PM,ccber_user,-119.884044820244,34.4144144144144
4334,37308e2c-9360-4846-87e9-a85c59b96c2a,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,,,42,Right,transition,,0,0,0,,4,77,6,105,0,0,0,0,0,182,7/6/2023 10:06:02 PM,ccber_user,7/6/2023 10:06:02 PM,ccber_user,-119.884044820244,34.4144144144144
4335,b4d2b275-8ea6-4b54-b6e7-4671bf6a8be2,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,,,44,Left,bottom,,0,3,0,,3,106,3,15,0,0,3,0,0,124,7/6/2023 10:06:03 PM,ccber_user,7/6/2023 10:06:03 PM,ccber_user,-119.884568506045,34.4216886199328
4336,d15139fb-1bb4-4b71-918e-6442118e511c,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,,,46,Right,transition,,0,2,0,,2,97,5,79,0,0,2,0,0,178,7/6/2023 10:06:05 PM,ccber_user,7/6/2023 10:06:05 PM,ccber_user,-119.884044820244,34.4144144144144
4337,dfc9f521-7d7e-4f14-8d28-22d67f53073c,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,,,48,Left,transition,,0,4,0,,2,100,4,57,0,0,4,0,0,161,7/6/2023 10:06:07 PM,ccber_user,7/6/2023 10:06:07 PM,ccber_user,-119.884568506045,34.4216886199328
4338,d11a8e6a-d9ae-4094-adbf-e9a04270f848,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,,,50,Right,edge,,0,2,0,,2,56,8,74,0,0,2,0,0,132,7/6/2023 10:06:08 PM,ccber_user,7/6/2023 10:06:08 PM,ccber_user,-119.884044820244,34.4144144144144
4339,07dde35a-3d0b-4d78-ac39-eb3e116b2178,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,,,52,Left,edge,,0,2,0,,2,5,8,142,0,0,2,0,0,149,7/6/2023 10:06:10 PM,ccber_user,7/6/2023 10:06:10 PM,ccber_user,-119.884568506045,34.4216886199328
4340,6499f474-0b6d-4e49-8134-a3363e11bf35,6/30/2023 7:00:00 PM,Claire WS,yes,7,major,ncos,,,,,,,,54,13:23,16:44,Bottom of vernal pool horseshoe shaped,54,Right,edge,,0,2,0,,2,11,6,109,0,0,2,0,0,122,7/6/2023 10:06:13 PM,ccber_user,7/6/2023 10:06:13 PM,ccber_user,-119.884568506045,34.4216886199328
4341,4b21f196-9484-4726-a868-9670a8393193,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,,,,0,Left,edge,,0,0,0,,5,,0,0,0,0,0,0,0,,7/6/2023 10:06:16 PM,ccber_user,7/6/2023 10:17:17 PM,ccber_user,0,0
4342,a2998fb0-f64f-466b-b4ba-1ffebf410ead,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,2,Right,transition,,2,0,0,,5,111,1,2,0,0,0,0,2,115,7/6/2023 10:06:17 PM,ccber_user,7/6/2023 10:06:17 PM,ccber_user,-119.884568506045,34.4216886199328
4343,645b3848-20ea-450d-9d77-ec9314feebfa,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,4,Left,transition,,8,12,0,,4,105,0,0,0,0,12,0,8,125,7/6/2023 10:06:19 PM,ccber_user,7/6/2023 10:06:19 PM,ccber_user,-119.884044820244,34.4144144144144
4344,409d1623-5b69-4b96-8a46-7bd13babba6f,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,6,Right,bottom,,15,1,0,,1,85,0,0,0,0,1,0,15,101,7/6/2023 10:06:21 PM,ccber_user,7/6/2023 10:06:21 PM,ccber_user,-119.884568506045,34.4216886199328
4345,bc62ee8a-f15b-475c-88cf-289228f32003,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,8,Left,bottom,,80,2,0,,1,20,0,0,0,0,2,0,80,102,7/6/2023 10:06:22 PM,ccber_user,7/6/2023 10:06:22 PM,ccber_user,-119.884568506045,34.4216886199328
4346,b0d4d8d3-aeb6-42e5-938b-e4741e4988ce,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,10,Right,bottom,,40,0,0,,1,60,2,4,0,0,0,0,40,104,7/6/2023 10:06:23 PM,ccber_user,7/6/2023 10:06:23 PM,ccber_user,-119.884044820244,34.4144144144144
4347,f6156a0e-95b4-4069-8cf4-2222e120388e,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,12,Left,bottom,,15,0,0,,1,85,3,3,0,0,0,0,15,103,7/6/2023 10:06:25 PM,ccber_user,7/6/2023 10:06:25 PM,ccber_user,-119.884568506045,34.4216886199328
4348,5ec88ec3-b63a-4683-8be8-56730f589c90,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,14,Right,bottom,Mound,8,2,0,,3,92,2,2,0,0,2,0,8,104,7/6/2023 10:06:27 PM,ccber_user,7/6/2023 10:06:27 PM,ccber_user,-119.884568506045,34.4216886199328
4349,f7ea606b-46c5-428b-9713-b420cc4d5a5b,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,16,Left,bottom,Mound,1,0,0,,3,103,0,0,0,0,0,0,1,104,7/6/2023 10:06:28 PM,ccber_user,7/6/2023 10:06:28 PM,ccber_user,-119.884568506045,34.4216886199328
4350,2c1eae5c-140f-4565-af97-0513e6b459f9,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,18,Right,bottom,Mound,6,2,0,,2,93,3,6,0,0,2,0,6,107,7/6/2023 10:06:30 PM,ccber_user,7/6/2023 10:06:30 PM,ccber_user,-119.884568506045,34.4216886199328
4351,16039be0-5cb2-4efe-b9c8-0de8d7cf7c08,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,20,Left,bottom,Mound,20,1,0,,2,80,2,2,0,0,1,0,20,103,7/6/2023 10:06:31 PM,ccber_user,7/6/2023 10:06:31 PM,ccber_user,-119.884044820244,34.4144144144144
4352,8bb9dd95-0f7b-455a-a9a6-eb16b6e5d579,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,22,Right,bottom,,4,1,0,,3,96,1,1,0,0,1,0,4,102,7/6/2023 10:06:33 PM,ccber_user,7/6/2023 10:06:33 PM,ccber_user,-119.884568506045,34.4216886199328
4353,44322ce6-64f4-41e1-9ff0-db8ad68387ea,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,24,Left,transition,,1,0,0,,1,99,0,0,0,0,0,0,1,100,7/6/2023 10:06:34 PM,ccber_user,7/6/2023 10:06:34 PM,ccber_user,-119.884568506045,34.4216886199328
4354,b088ba51-223a-467d-8f2f-422b3359c8c9,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,,,26,Right,transition,,0,0,0,,5,117,0,0,0,0,0,0,0,117,7/6/2023 10:06:36 PM,ccber_user,7/6/2023 10:06:36 PM,ccber_user,-119.884044820244,34.4144144144144
4355,41a85329-6510-4e3d-be86-f00f89c1c763,7/6/2023 7:00:00 PM,Ethan A,yes,14,major,north_parcel,,,,,,,,28,09:24,10:32,,28,Right,edge,,0,1,0,,2,100,4,6,0,0,1,0,0,107,7/6/2023 10:06:38 PM,ccber_user,7/6/2023 10:06:38 PM,ccber_user,-119.884568506045,34.4216886199328
4356,ae0e60bd-4226-4a68-8b20-646dd751d2b0,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,10:53,,,0,Left,edge,,0,0,0,,3,49,4,83,0,0,0,0,0,132,7/6/2023 10:06:41 PM,ccber_user,7/6/2023 10:06:41 PM,ccber_user,-119.884568506045,34.4216886199328
4357,a08b0089-4a73-4b87-aaf2-d98147667ebd,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,2,Right,transition,,8,2,0,,5,102,3,30,0,0,2,0,8,142,7/6/2023 10:06:43 PM,ccber_user,7/6/2023 10:09:29 PM,ccber_user,-119.884044820244,34.4144144144144
4358,83fefe8e-4f05-4049-9817-1082731f5c6c,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,4,Left,transition,,0,0,0,,4,119,1,28,0,0,0,0,0,147,7/6/2023 10:06:44 PM,ccber_user,7/6/2023 10:09:50 PM,ccber_user,-119.884568506045,34.4216886199328
4359,e59e5e7e-8b0b-4010-9a1b-5159b177106f,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,6,Right,bottom,,3,0,0,,4,105,0,0,0,0,0,0,3,108,7/6/2023 10:06:46 PM,ccber_user,7/6/2023 10:10:12 PM,ccber_user,-119.884568506045,34.4216886199328
4360,cc4c9988-e7fd-4fd6-b447-2df5c79d607f,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,8,Left,transition,,4,1,0,,4,113,0,0,0,0,1,0,4,118,7/6/2023 10:06:47 PM,ccber_user,7/6/2023 10:10:33 PM,ccber_user,-119.884568506045,34.4216886199328
4361,e0474fe4-6564-4fa3-8999-9235b5894106,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,10,Right,bottom,,0,2,0,,4,128,0,0,0,0,2,0,0,130,7/6/2023 10:06:49 PM,ccber_user,7/6/2023 10:10:52 PM,ccber_user,-119.884568506045,34.4216886199328
4362,20b02f78-bf4a-462c-a4e1-e3dc326a9901,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,12,Left,bottom,,1,2,0,,5,127,0,0,0,0,2,0,1,130,7/6/2023 10:06:50 PM,ccber_user,7/6/2023 10:11:16 PM,ccber_user,-119.884568506045,34.4216886199328
4363,66126e66-ae60-42ae-a6f4-a0301016374e,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,14,Right,bottom,,2,0,0,,3,120,0,0,0,0,0,0,2,122,7/6/2023 10:06:52 PM,ccber_user,7/6/2023 10:11:53 PM,ccber_user,-119.884044820244,34.4144144144144
4364,4a828964-5440-49cd-bacf-ad81d47983ff,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,16,Left,bottom,,1,1,0,,3,126,1,1,0,0,1,0,1,129,7/6/2023 10:06:53 PM,ccber_user,7/6/2023 10:12:26 PM,ccber_user,-119.884568506045,34.4216886199328
4365,f4771fce-62b5-4ed2-9e50-bd6239fc3561,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,18,Right,bottom,,0,2,0,,4,136,0,0,0,0,2,0,0,138,7/6/2023 10:06:54 PM,ccber_user,7/6/2023 10:12:58 PM,ccber_user,-119.884568506045,34.4216886199328
4366,1f671a75-ad38-4ad7-a631-afcc51e2298c,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,20,Left,bottom,,1,3,0,,3,113,1,10,0,0,3,0,1,127,7/6/2023 10:06:56 PM,ccber_user,7/6/2023 10:13:16 PM,ccber_user,-119.884044820244,34.4144144144144
4367,63a47bca-249b-49f6-bce0-7a12111e3096,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,22,Right,transition,,0,0,0,,2,100,3,9,0,0,0,0,0,109,7/6/2023 10:06:57 PM,ccber_user,7/6/2023 10:13:45 PM,ccber_user,-119.884568506045,34.4216886199328
4368,52b19981-f63d-45ea-ac55-5dd13af620b4,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,24,Left,bottom,,0,8,0,,2,13,5,98,0,0,8,20,0,139,7/6/2023 10:06:58 PM,ccber_user,7/6/2023 10:06:58 PM,ccber_user,-119.884568506045,34.4216886199328
4369,63b81419-daaf-4722-adac-ef6250d06242,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,26,Right,edge,,0,0,0,,1,1,7,18,0,0,0,82,0,101,7/6/2023 10:07:00 PM,ccber_user,7/6/2023 10:07:00 PM,ccber_user,-119.884568506045,34.4216886199328
4370,54ad21d4-0ded-493c-9efb-09cac0bdf767,7/6/2023 7:00:00 PM,Ethan A,yes,19,major,north_parcel,,,,,,,,28,09:24,,,28,Left,edge,,0,20,0,,1,100,0,0,0,0,20,30,0,150,7/6/2023 10:07:01 PM,ccber_user,7/6/2023 10:07:01 PM,ccber_user,-119.884568506045,34.4216886199328
4371,c60b0b7c-880d-4c45-a238-b3b0d5aa1b39,7/6/2023 7:00:00 PM,"Johnny Alonzo, Joanna T",yes,6,major,west_campus,,,,,,,,30,15:27,,"Hordeum brachyantherum, Castilleja densiflora",0,Left,edge,,0,40,0,,1,2,5,130,0,0,40,0,0,172,7/6/2023 11:04:42 PM,ccber_user,7/6/2023 11:04:42 PM,ccber_user,-119.87440078,34.40955708
4372,1795ac43-8365-41be-86d9-c90b13279107,7/6/2023 7:00:00 PM,"Johnny Alonzo, Joanna T",yes,6,major,west_campus,,,,,,,,30,15:27,,"Hordeum brachyantherum, Castilleja densiflora",4,Left,transition,,0,10,0,,2,108,3,25,0,0,10,0,0,143,7/6/2023 11:04:44 PM,ccber_user,7/6/2023 11:04:44 PM,ccber_user,-119.8744303,34.40954523
4373,76c6baa9-86de-4bab-a3d6-502689d7c83b,7/6/2023 7:00:00 PM,"Johnny Alonzo, Joanna T",yes,6,major,west_campus,,,,,,,,30,15:27,,"Hordeum brachyantherum, Castilleja densiflora",8,Left,bottom,,23,2,0,,3,76,0,0,0,0,2,0,23,101,7/6/2023 11:04:46 PM,ccber_user,7/6/2023 11:04:46 PM,ccber_user,-119.87445347,34.4095409
4374,99daac37-84cd-4591-95b1-f7cc2cc03ebc,7/6/2023 7:00:00 PM,"Johnny Alonzo, Joanna T",yes,6,major,west_campus,,,,,,,,30,15:27,,"Hordeum brachyantherum, Castilleja densiflora",12,Left,bottom,,5,4,0,,4,99,1,1,0,0,4,0,5,109,7/6/2023 11:04:47 PM,ccber_user,7/6/2023 11:04:47 PM,ccber_user,-119.87449061,34.40951005
4375,bc4906e7-bb05-4a8a-9dd5-0eba6f1b4a3b,7/6/2023 7:00:00 PM,Ethan A,yes,PH1,major,north_parcel,,,,,,,,22,15:35,,,0,Left,edge,,0,0,0,,4,122,1,5,0,0,0,0,0,127,7/6/2023 11:52:58 PM,ccber_user,7/6/2023 11:52:58 PM,ccber_user,-119.884568506045,34.4216886199328
4376,674cd765-0528-442e-8d51-d81d69abea95,7/6/2023 7:00:00 PM,Ethan A,yes,PH1,major,north_parcel,,,,,,,,22,15:35,,,2,Right,edge,,0,0,0,,2,96,2,55,0,0,0,0,0,151,7/6/2023 11:52:59 PM,ccber_user,7/6/2023 11:52:59 PM,ccber_user,-119.884568506045,34.4216886199328
4377,3f2b4c4f-43e3-48aa-9226-fb54d224337e,7/6/2023 7:00:00 PM,Ethan A,yes,PH1,major,north_parcel,,,,,,,,22,15:35,,,4,Left,transition,,0,6,0,,3,99,3,7,0,0,6,0,0,112,7/6/2023 11:53:01 PM,ccber_user,7/6/2023 11:53:01 PM,ccber_user,-119.884044820244,34.4144144144144
4378,652d7a45-2707-4d8c-9900-7d1ed3842dcb,7/6/2023 7:00:00 PM,Ethan A,yes,PH1,major,north_parcel,,,,,,,,22,15:35,,,6,Right,bottom,,0,0,0,,3,112,0,0,0,0,0,1,0,113,7/6/2023 11:53:02 PM,ccber_user,7/6/2023 11:53:02 PM,ccber_user,-119.884568506045,34.4216886199328
4379,60ca6fd3-623c-46eb-ae2c-55802d1f23e8,7/6/2023 7:00:00 PM,Ethan A,yes,PH1,major,north_parcel,,,,,,,,22,15:35,,,8,Left,bottom,,1,0,0,,2,101,0,0,0,0,0,0,1,102,7/6/2023 11:53:04 PM,ccber_user,7/6/2023 11:53:04 PM,ccber_user,-119.884568506045,34.4216886199328
4380,c2609867-83db-44d7-8b15-87423281bd86,7/6/2023 7:00:00 PM,Ethan A,yes,PH1,major,north_parcel,,,,,,,,22,15:35,,,10,Right,bottom,,0,0,0,,3,101,0,0,0,0,0,0,0,101,7/6/2023 11:53:05 PM,ccber_user,7/6/2023 11:53:05 PM,ccber_user,-119.884044820244,34.4144144144144
4381,7826ad22-32bb-4a2d-8696-931ba4d06abe,7/6/2023 7:00:00 PM,Ethan A,yes,PH1,major,north_parcel,,,,,,,,22,15:35,,,12,Left,bottom,,0,0,0,,2,101,0,0,0,0,0,0,0,101,7/6/2023 11:53:06 PM,ccber_user,7/6/2023 11:53:06 PM,ccber_user,-119.884568506045,34.4216886199328
4382,f8104cd3-ccdc-482a-872e-77f2f146e88f,7/6/2023 7:00:00 PM,Ethan A,yes,PH1,major,north_parcel,,,,,,,,22,15:35,,,14,Right,bottom,,1,0,0,,2,100,0,0,0,0,0,0,1,101,7/6/2023 11:53:08 PM,ccber_user,7/6/2023 11:53:08 PM,ccber_user,-119.884568506045,34.4216886199328
